id,full_name,web_name,team_name,position,now_cost_millions,total_points,points_per_game,selected_by_percent,form,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,chance_of_playing_next_round,news,ep_next,ep_this
284,Eddie Nketiah,Nketiah,Crystal Palace,Forward,5.4,23,1.9,0.3,0.0,414,2,0,0,12,2,0,3,100,120.0,84.6,173.0,37.8,16,106,124447,146056,i,0.0,Hamstring injury - Expected back 11 Apr,0.0,0.0
285,Odsonne Édouard,Édouard,Crystal Palace,Forward,5.0,1,1.0,0.2,0.0,2,0,0,0,0,0,0,0,6,2.0,0.0,0.0,0.2,0,21,9044,89510,u,0.0,has joined RC Lens permanently.,0.0,0.0
286,Zach Marsh,Marsh,Crystal Palace,Forward,4.4,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,92,220,51171,58782,a,,,0.0,0.0
580,Brennan Johnson,Johnson,Crystal Palace,Midfielder,6.5,53,2.0,2.3,2.0,1224,2,1,5,13,5,0,2,180,190.8,226.4,193.0,60.7,203,1110,1145809,1320746,a,,,0.0,2.0
654,Jørgen Strand Larsen,Strand Larsen,Crystal Palace,Forward,6.1,62,2.2,2.0,2.2,1865,4,1,5,31,4,0,3,183,242.2,165.8,386.0,78.1,1138,12249,476940,742637,a,100.0,,0.0,2.2
677,Evann Guessand,Guessand,Crystal Palace,Midfielder,6.2,42,2.2,0.1,3.0,880,1,3,2,15,0,0,0,137,156.8,75.8,183.0,41.2,75,177,11009,13739,a,100.0,,0.0,3.0
690,Rio Cardines,Cardines,Crystal Palace,Midfielder,4.4,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15,53,58184,55692,a,100.0,,0.0,0.0
712,Yéremy Pino Santos,Yeremy,Crystal Palace,Midfielder,5.8,66,2.4,0.2,1.2,1716,2,1,7,20,4,0,3,268,271.2,574.1,320.0,116.3,62,492,129277,112866,a,100.0,,0.0,1.2
723,Jaydee Canvot,Canvot,Crystal Palace,Defender,4.5,48,3.7,0.0,5.2,701,0,0,4,9,2,0,7,149,210.8,37.5,28.0,27.5,497,114,6001,4146,a,100.0,,0.0,5.2
732,Christantus Uche,Uche,Crystal Palace,Forward,5.5,17,1.2,0.1,0.2,159,0,1,0,4,0,0,0,42,13.2,7.1,73.0,8.8,69,97,14724,11113,a,,,0.0,0.2
762,Joél Drakes-Thomas,Drakes-Thomas,Crystal Palace,Midfielder,4.5,2,1.0,0.0,0.0,7,0,0,0,1,0,0,0,6,1.4,1.0,0.0,0.3,5,6,684,423,a,,,0.0,0.0
773,Dean Benamar,Benamar,Crystal Palace,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16,19,734,558,a,,,0.0,0.0
780,Ben Casey,Casey,Crystal Palace,Forward,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26,47,3122,1652,a,,,0.0,0.0
793,George King,King,Crystal Palace,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,38,1332,649,a,,,0.0,0.0
798,Danny Imray,Imray,Crystal Palace,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,142,181,u,0.0,has joined West Brom on loan for the rest of the season.,0.0,0.0
242,Kiernan Dewsbury-Hall,Dewsbury-Hall,Everton,Midfielder,5.1,114,5.0,5.0,5.2,1918,6,5,7,25,6,0,14,442,442.2,434.4,309.0,118.6,7882,4963,2007241,1906067,a,100.0,,4.7,4.2
243,Tyrique George,George,Everton,Midfielder,4.8,10,1.1,0.1,0.8,245,0,0,1,4,2,0,0,17,14.6,17.2,77.0,10.5,6,146,9259,10643,n,0.0,Ineligible to face his parent club on 21/3. - Expected back 11 Apr,0.0,-0.2
287,Jordan Pickford,Pickford,Everton,Goalkeeper,5.6,119,4.0,13.4,2.8,2700,0,0,10,35,2,0,11,472,706.2,0.2,2.0,70.9,18730,7238,1654931,1430908,a,,,2.3,1.8
288,Mark Travers,Travers,Everton,Goalkeeper,4.3,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,22,27,4668,12201,a,100.0,,-0.5,-1.0
289,Harry Tyrer,Tyrer,Everton,Goalkeeper,3.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,47,4633,10179,u,0.0,has joined Cardiff City permanently.,0.0,0.0
290,Jarrad Branthwaite,Branthwaite,Everton,Defender,5.3,24,3.4,0.5,4.2,490,1,1,1,6,1,0,0,84,121.2,31.6,74.0,22.7,3012,1282,53509,82926,a,100.0,,3.7,3.2
291,James Tarkowski,Tarkowski,Everton,Defender,5.7,136,4.7,11.8,4.8,2610,1,1,10,33,5,0,9,484,746.0,185.6,265.0,120.0,40758,12643,2465682,1883728,a,,,4.3,3.8
292,Vitalii Mykolenko,Mykolenko,Everton,Defender,4.9,77,3.1,0.6,2.5,2239,0,1,8,32,5,0,1,287,411.4,284.5,65.0,76.0,693,506,147032,177128,a,100.0,,2.0,1.5
293,Jake O'Brien,O'Brien,Everton,Defender,4.9,96,3.3,0.6,2.5,2456,0,2,9,33,2,1,2,328,464.4,224.8,128.0,82.0,815,534,170856,166269,a,100.0,,2.0,1.5
294,Séamus Coleman,Coleman,Everton,Defender,4.2,3,1.0,0.1,0.0,11,0,0,0,0,0,0,0,10,0.0,0.1,0.0,0.0,38,23,6384,17979,a,100.0,,-0.5,-0.2
295,Michael Keane,Keane,Everton,Defender,4.6,110,4.2,3.2,1.8,2045,3,0,6,30,0,1,8,350,623.8,29.3,239.0,89.2,2434,3806,1430686,1091295,a,100.0,,1.3,0.8
296,Nathan Patterson,Patterson,Everton,Defender,4.4,21,3.5,0.0,0.0,237,0,0,2,1,0,0,0,68,63.6,6.4,17.0,8.6,14,46,5825,6735,a,100.0,,-0.5,-1.0
297,Roman Dixon,Dixon,Everton,Defender,3.8,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,62,9298,21751,u,0.0,has joined Stockport County on loan for the rest of the season.,0.0,0.0
298,Reece Welch,Welch,Everton,Defender,3.8,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,37,47,7918,15120,a,,,-0.5,-1.0
299,Iliman Ndiaye,Ndiaye,Everton,Midfielder,6.2,102,4.2,4.2,3.5,2063,5,3,7,29,2,0,5,426,478.4,372.1,401.0,125.4,4692,2949,1761226,2546515,a,100.0,,3.0,2.5
300,Dwight McNeil,McNeil,Everton,Midfielder,5.5,43,2.5,0.1,3.5,866,0,3,5,5,1,0,1,147,113.6,164.7,111.0,39.0,278,82,33660,64543,a,,,3.0,2.5
301,Carlos Alcaraz Durán,Alcaraz,Everton,Midfielder,5.2,26,1.6,0.1,0.0,667,0,1,3,8,3,0,0,111,83.0,144.5,156.0,38.4,1,32,17075,29937,d,25.0,Knock - 25% chance of playing,-0.1,-0.2
302,Idrissa Gana Gueye,Gana,Everton,Midfielder,5.4,66,3.1,0.1,2.8,1756,2,1,4,22,1,1,4,336,313.6,223.2,174.0,71.2,143,75,24160,29206,a,100.0,,2.3,1.8
303,James Garner,Garner,Everton,Midfielder,5.2,133,4.4,4.1,5.5,2693,2,5,10,35,7,0,13,654,703.2,732.4,207.0,164.5,12757,4607,1087853,604681,a,,,5.0,4.5
304,Tim Iroegbunam,Iroegbunam,Everton,Midfielder,4.8,56,2.5,0.0,1.5,1100,0,3,8,10,8,0,1,184,187.2,93.5,48.0,32.7,25,25,5795,6744,a,100.0,,1.0,0.5
305,Harrison Armstrong,Armstrong,Everton,Midfielder,4.5,19,1.7,0.1,1.0,495,0,0,1,10,0,0,0,78,58.6,66.6,78.0,20.5,75,136,12427,18446,a,100.0,,0.5,0.0
306,Callum Bates,Bates,Everton,Midfielder,4.3,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,133,14817,15103,a,,,-0.5,-1.0
307,Coby Ebere,Ebere,Everton,Midfielder,4.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16,32,4903,6427,a,,,-0.5,-1.0
308,Isaac Heath,Heath,Everton,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,458,3759,u,0.0,has joined Accrington on loan for the rest of the season.,0.0,0.0
309,Jenson Metcalfe,Metcalfe,Everton,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,113,u,0.0,Has joined Bradford City permanently.,0.0,0.0
310,Thierno Barry,Barry,Everton,Forward,5.7,75,2.5,0.9,2.5,1620,6,0,7,24,3,0,7,225,247.4,169.4,420.0,81.3,897,2644,299859,276724,a,,,2.0,1.5
311,Norberto Bercique Gomes Betuncal,Beto,Everton,Forward,5.0,60,2.0,2.5,3.5,1115,4,0,4,14,2,0,6,180,229.6,90.4,439.0,74.3,1968,1695,481120,1134520,a,,,3.0,2.5
312,Youssef Ramalho Chermiti,Y.Chermiti,Everton,Forward,4.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2418,14541,u,0.0,has joined Rangers permanently.,0.0,0.0
313,Martin Sherif,Sherif,Everton,Forward,4.4,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,20,9203,26561,u,0.0,has joined Port Vale on loan for the rest of the season.,0.0,0.0
419,Jack Grealish,Grealish,Everton,Midfielder,6.3,79,4.0,5.8,0.0,1627,2,6,7,23,3,1,12,356,374.2,520.5,397.0,129.2,20,1901,3790425,3774228,i,0.0,Foot injury - Expected back 01 Jun,0.0,0.0
630,Tom King,King,Everton,Goalkeeper,3.9,0,0.0,1.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,103,653,71920,100851,a,,,-0.5,-1.0
667,Adam Aznou,Aznou,Everton,Defender,4.2,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,15,2866,12550,a,100.0,,-0.5,-1.0
704,Tyler Onyango,Onyango,Everton,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,8420,10200,u,0.0,has joined Stockport County on loan for the rest of the season.,0.0,0.0
705,Elijah Campbell,Campbell,Everton,Defender,3.9,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,52,18604,17370,u,0.0,has joined Port Vale on loan for the rest of the season.,0.0,0.0
707,Tyler Dibling,Dibling,Everton,Midfielder,5.3,18,1.3,0.0,0.2,349,0,0,2,2,2,0,0,49,46.0,61.0,32.0,13.6,7,15,7792,7345,a,,,-0.3,-0.8
728,Merlin Röhl,Röhl,Everton,Midfielder,5.0,17,1.5,0.0,0.2,357,0,0,2,6,0,0,0,43,65.6,66.0,32.0,16.4,7,16,1556,1635,a,100.0,,-0.3,-0.8
779,Braiden Graham,Graham,Everton,Forward,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,84,4747,2506,a,,,-0.5,-1.0
314,Bernd Leno,Leno,Fulham,Goalkeeper,4.9,86,2.9,2.3,3.5,2700,0,0,6,43,3,0,4,388,620.2,0.0,0.0,61.9,13932,545,240165,249268,a,,,4.0,3.5
315,Steven Benda,Benda,Fulham,Goalkeeper,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,577,875,u,0.0,has joined Feyenoord on loan for the rest of the season.,0.0,0.0
316,Antonee Robinson,Robinson,Fulham,Defender,4.9,39,2.8,0.9,1.5,981,0,0,3,11,2,0,4,177,234.0,261.5,34.0,53.0,5406,305,157000,186428,a,100.0,,2.0,1.5
317,Joachim Andersen,Andersen,Fulham,Defender,4.5,100,3.7,5.6,2.8,2381,0,1,6,38,7,0,5,346,679.6,112.8,124.0,91.9,34010,1028,1304406,1003828,a,100.0,,3.3,2.8
318,Calvin Bassey,Bassey,Fulham,Defender,4.4,75,3.4,0.7,4.5,1812,1,1,4,32,5,0,9,251,436.8,102.2,96.0,63.8,7906,254,125958,124542,a,100.0,,5.0,4.5
319,Timothy Castagne,Castagne,Fulham,Defender,4.3,30,1.4,0.1,0.5,1126,0,1,0,23,3,0,0,130,226.8,131.5,111.0,47.1,85,92,19537,25567,a,,,1.0,0.5
320,Issa Diop,Diop,Fulham,Defender,4.3,13,1.3,0.1,0.8,592,0,0,0,11,2,0,0,49,118.0,5.7,12.0,13.6,65,53,7633,11646,a,,,1.3,0.8
321,Jorge Cuenca Barreno,J.Cuenca,Fulham,Defender,4.3,39,2.8,0.1,0.5,931,0,0,2,11,5,0,1,155,244.6,47.1,14.0,30.7,18,79,6767,7534,a,,,1.0,0.5
322,Kenny Tete,Tete,Fulham,Defender,4.5,81,3.7,0.4,3.5,1791,1,0,6,25,2,0,5,318,416.0,214.1,108.0,73.9,3272,159,169327,154260,a,100.0,,4.0,3.5
323,Samuel Amissah,Amissah,Fulham,Defender,3.8,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,37,66,9500,17281,a,,,0.5,0.0
324,Alex Iwobi,Iwobi,Fulham,Midfielder,6.4,94,3.9,2.9,7.0,2042,4,3,4,36,2,0,13,441,443.2,597.8,233.0,127.5,23614,3228,547035,419801,a,100.0,,7.5,7.0
325,Emile Smith Rowe,Smith Rowe,Fulham,Midfielder,5.6,64,2.2,0.5,1.2,1444,3,1,3,23,1,0,1,280,244.2,256.3,321.0,82.2,425,953,163284,215152,d,75.0,Knock - 75% chance of playing,1.3,1.2
327,Andreas Hoelgebaum Pereira,Andreas,Fulham,Midfielder,5.3,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2438,35600,u,0.0,has joined Palmeiras permanently.,0.0,0.0
328,Ryan Sessegnon,Sessegnon,Fulham,Midfielder,5.4,79,3.4,0.2,2.0,1606,2,3,4,29,0,0,5,273,343.0,197.4,187.0,72.5,213,153,146143,139197,a,100.0,,2.5,2.0
329,Harry Wilson,Wilson,Fulham,Midfielder,6.0,143,5.1,23.1,5.8,2176,9,8,7,31,6,0,19,543,604.8,507.9,509.0,162.0,50089,21101,5141284,2334245,a,100.0,,6.3,4.3
330,Sander Berge,Berge,Fulham,Midfielder,4.9,75,2.5,0.1,3.0,2499,0,2,6,41,5,0,3,430,383.8,285.0,75.0,74.7,153,70,12021,12952,a,,,3.5,3.0
331,Tom Cairney,Cairney,Fulham,Midfielder,4.8,29,1.4,0.0,1.2,545,1,0,1,9,3,0,1,119,84.2,106.6,49.0,24.0,12,10,2777,4810,a,100.0,,1.7,1.2
332,Saša Lukić,Lukić,Fulham,Midfielder,4.9,51,2.5,0.1,0.2,1235,1,3,4,17,6,0,3,231,235.4,340.7,123.0,69.8,20,15,14697,19150,a,100.0,,0.7,0.2
333,Martial Godo,Godo,Fulham,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,898,6598,u,0.0,has joined Strasbourg permanently.,0.0,0.0
334,Luke Harris,Harris,Fulham,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,312,u,0.0,Has joined Oxford United on loan for the rest of the season.,0.0,0.0
335,Josh King,King,Fulham,Midfielder,4.4,44,1.8,1.7,1.8,1046,0,2,5,15,3,0,0,149,126.0,120.6,233.0,47.1,795,1383,965030,872493,a,100.0,,2.3,1.8
336,Harrison Reed,Reed,Fulham,Midfielder,4.3,12,2.4,0.4,0.0,23,1,0,0,1,0,0,2,37,36.6,8.7,7.0,5.2,179,694,85589,72454,a,,,0.5,0.0
337,Raúl Jiménez Rodríguez,Raúl,Fulham,Forward,6.2,99,3.4,3.1,4.0,1964,8,5,8,25,5,0,7,366,433.2,290.7,661.0,138.1,14766,4202,779918,680577,a,100.0,,4.5,4.0
338,Rodrigo Muniz Carvalho,Muniz,Fulham,Forward,5.3,23,1.8,0.7,1.0,493,1,1,1,8,1,0,3,66,85.6,57.0,175.0,30.7,379,232,263109,438269,a,100.0,,1.5,1.0
424,Oscar Bobb,Bobb,Fulham,Midfielder,5.1,30,2.0,0.2,2.5,698,0,2,3,9,1,0,0,118,92.0,219.2,111.0,42.4,262,125,91078,97961,a,100.0,,3.0,2.5
664,Benjamin Lecomte,Lecomte,Fulham,Goalkeeper,3.9,0,0.0,0.7,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,137,424,42996,54426,a,,,0.5,0.0
727,Samuel Chukwueze,Chukwueze,Fulham,Midfielder,5.3,51,3.2,0.1,1.0,771,3,4,1,16,0,0,1,213,252.8,255.3,204.0,71.3,165,139,100269,93018,a,100.0,,1.5,1.0
731,Kevin Santos Lopes de Macedo,Kevin,Fulham,Midfielder,5.8,43,1.9,0.1,0.2,898,1,2,4,15,1,0,0,158,200.8,231.6,206.0,63.6,8,98,34703,31612,i,0.0,Foot injury - Unknown return date,0.0,0.0
737,Jonah Kusi-Asare,Kusi-Asare,Fulham,Forward,4.5,4,0.8,0.1,0.0,30,0,0,0,2,1,0,0,11,1.2,11.4,8.0,2.1,72,138,21473,16582,a,,,0.5,0.0
770,Seth Ridgeon,Ridgeon,Fulham,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,9,633,368,a,,,0.5,0.0
786,Alfie McNally,McNally,Fulham,Goalkeeper,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,13,640,339,a,,,0.5,0.0
168,Facundo Buonanotte,Buonanotte,Leeds,Midfielder,4.6,2,0.7,0.1,0.0,69,0,0,0,2,1,0,0,5,6.0,25.7,19.0,5.0,62,90,16356,29596,a,100.0,,0.0,0.0
339,Illan Meslier,Meslier,Leeds,Goalkeeper,4.1,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,92,173,13637,63792,a,,,0.0,0.0
340,Alex Cairns,Cairns,Leeds,Goalkeeper,3.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,37,66,8485,15123,a,,,0.0,0.0
341,Karl Darlow,Darlow,Leeds,Goalkeeper,3.9,36,2.6,2.6,3.2,1260,0,0,2,19,1,0,0,170,294.4,0.0,0.0,29.7,2272,1005,255880,276889,a,,,3.2,3.2
342,Jayden Bogle,Bogle,Leeds,Defender,4.4,71,2.5,0.2,1.5,2313,1,3,4,41,5,0,0,203,339.0,231.4,187.0,75.9,276,261,46057,44984,a,100.0,,1.5,1.5
343,Pascal Struijk,Struijk,Leeds,Defender,4.3,88,3.3,0.5,3.5,2348,0,1,5,40,3,0,3,317,575.0,130.7,224.0,93.0,1328,311,110523,100725,a,100.0,,3.5,3.5
344,Jaka Bijol,Bijol,Leeds,Defender,3.9,55,3.2,0.4,2.2,1216,1,2,2,21,3,0,2,178,317.8,39.1,204.0,56.0,261,221,102340,81985,a,100.0,,2.2,2.2
345,Sebastiaan Bornauw,Bornauw,Leeds,Defender,3.8,17,1.9,0.1,0.0,304,0,0,1,4,1,0,0,48,78.4,5.6,10.0,9.4,47,199,22481,17488,a,100.0,,0.0,0.0
346,Sam Byram,Byram,Leeds,Defender,3.7,1,1.0,0.3,0.0,7,0,0,0,1,0,0,0,-2,0.0,0.0,0.0,0.0,1677,255,28770,34479,a,,,0.0,0.0
347,Gabriel Gudmundsson,Gudmundsson,Leeds,Defender,3.8,59,2.0,3.7,0.8,2367,0,0,4,42,4,1,8,235,389.2,329.9,148.0,86.8,827,11881,947991,816460,s,0.0,Suspended until 13 Apr,0.0,0.8
348,Joe Rodon,Rodon,Leeds,Defender,3.9,93,3.3,4.0,4.0,2456,2,0,4,46,1,0,5,305,597.4,79.4,177.0,85.6,6489,1531,1147955,927691,a,100.0,,4.0,4.0
349,Isaac Schmidt,Schmidt,Leeds,Defender,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,788,15958,u,0.0,has joined Werder Bremen on loan for the rest of the season.,0.0,0.0
350,Brenden Aaronson,Aaronson,Leeds,Midfielder,5.4,106,3.7,0.6,2.0,1907,4,6,7,27,1,0,5,362,391.4,369.4,434.0,119.4,847,1401,211691,150699,a,,,2.0,2.0
351,Wilfried Gnonto,Gnonto,Leeds,Midfielder,5.1,22,1.4,0.1,0.2,377,0,2,1,11,3,0,0,88,59.0,87.7,39.0,18.4,28,33,9355,40418,a,100.0,,0.2,0.2
352,Jack Harrison,Harrison,Leeds,Midfielder,5.1,12,1.1,0.0,0.0,262,0,0,0,5,0,0,0,51,30.0,49.4,35.0,11.5,0,13,6000,18672,u,0.0,has joined ACF Fiorentina on loan for the rest of the season.,0.0,0.0
353,Daniel James,James,Leeds,Midfielder,5.2,17,1.2,0.1,0.5,398,0,0,1,13,0,0,0,65,44.6,112.9,97.0,25.6,51,31,8232,52765,a,100.0,,0.5,0.5
354,Ethan Ampadu,Ampadu,Leeds,Midfielder,4.9,97,3.6,0.2,4.8,2399,1,2,5,41,7,0,6,446,477.4,302.9,95.0,87.8,542,317,45076,34526,a,100.0,,4.8,4.8
355,Sam Greenwood,Greenwood,Leeds,Midfielder,4.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1234,10126,u,0.0,has joined Pogon Szczecin permanently.,0.0,0.0
356,Ilia Gruev,Gruev,Leeds,Midfielder,4.7,54,2.6,0.1,1.8,1290,0,4,5,23,3,0,3,239,195.6,168.0,63.0,42.4,56,310,21343,13532,a,,,1.8,1.8
357,Largie Ramazani,Ramazani,Leeds,Midfielder,4.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,203,4326,u,0.0,has joined Valencia on loan for the rest of the season.,0.0,0.0
358,Tanaka Ao,Tanaka,Leeds,Midfielder,4.8,43,2.1,0.2,0.0,737,2,0,2,16,1,0,2,166,140.0,127.1,78.0,34.5,44,200,52604,62326,a,100.0,,0.0,0.0
359,Charlie Crew,Crew,Leeds,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,969,u,0.0,Has joined Doncaster Rovers on loan for the rest of the season.,0.0,0.0
360,Joe Gelhardt,Gelhardt,Leeds,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,2898,u,0.0,Has joined Hull City on loan for the rest of the season.,0.0,0.0
361,Darko Gyabi,Gyabi,Leeds,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1165,8407,u,0.0,has joined Hull City permanently.,0.0,0.0
362,Joël Piroe,Piroe,Leeds,Forward,4.9,14,1.1,0.3,0.5,215,0,0,1,7,0,0,0,34,10.6,36.9,96.0,13.8,71,102,38929,220358,a,100.0,,0.5,0.5
363,Patrick Bamford,Bamford,Leeds,Forward,4.9,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,24,16144,202997,u,0.0,has departed the club as a free agent.,0.0,0.0
364,Mateo Joseph Fernández-Regatillo,Mateo Joseph,Leeds,Forward,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,2426,u,0.0,Has joined RCD Mallorca on loan for the rest of the season.,0.0,0.0
365,Lukas Nmecha,Nmecha,Leeds,Forward,5.0,64,2.7,0.6,1.0,798,6,1,2,18,0,0,8,225,252.2,80.7,333.0,66.7,535,793,212862,219886,a,100.0,,1.0,1.0
493,Sean Longstaff,Longstaff,Leeds,Midfielder,4.8,44,2.6,0.2,0.2,943,1,2,1,19,2,0,4,234,240.2,357.3,71.0,66.8,39,95,177580,181509,a,100.0,,0.2,0.2
660,Anton Stach,Stach,Leeds,Midfielder,4.7,119,4.8,2.7,5.5,2045,4,6,5,34,3,0,11,481,569.4,804.1,277.0,165.3,7505,2565,1117551,832735,a,100.0,,5.5,5.5
665,Lucas Estella Perri,Perri,Leeds,Goalkeeper,4.4,43,2.7,0.2,0.0,1440,0,0,3,29,2,0,3,153,322.4,0.0,0.0,32.2,222,221,43181,63560,a,100.0,,0.0,0.0
691,Dominic Calvert-Lewin,Calvert-Lewin,Leeds,Forward,5.6,108,4.0,7.8,1.5,2023,10,2,5,28,1,0,16,347,448.6,248.7,757.0,144.4,6120,29148,2898344,1923894,a,100.0,,1.5,1.1
698,Noah Okafor,Okafor,Leeds,Midfielder,5.5,67,2.9,0.1,0.0,1266,4,2,4,24,3,0,3,228,254.6,199.8,322.0,77.7,8,126,62695,57863,d,25.0,Hip injury - 25% chance of playing,0.0,0.0
706,James Justin,Justin,Leeds,Defender,3.9,55,2.6,1.0,3.0,1173,1,1,3,18,2,0,6,187,273.8,114.8,128.0,51.8,860,787,168826,64016,a,100.0,,3.0,3.0
741,Harry Gray,Gray,Leeds,Forward,4.5,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,52,27606,24311,u,0.0,has joined Rotherham United on loan for the rest of the season.,0.0,0.0
787,Sam Chambers,Chambers,Leeds,Midfielder,4.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,29,38,2128,1066,a,,,0.0,0.0
366,Alisson Becker,A.Becker,Liverpool,Goalkeeper,5.4,89,3.6,6.3,3.5,2250,0,0,8,30,1,0,8,382,468.4,0.1,0.0,46.7,5463,3815,669187,1345396,a,100.0,,4.0,3.0
367,Giorgi Mamardashvili,Mamardashvili,Liverpool,Goalkeeper,4.1,19,3.8,0.5,0.0,450,0,0,1,10,0,0,0,70,140.0,0.0,0.0,13.9,298,468,155400,169016,a,,,0.5,0.5
368,Ármin Pécsi,Pécsi,Liverpool,Goalkeeper,3.8,0,0.0,0.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1284,1981,155454,59861,a,,,0.5,0.5
369,Freddie Woodman,Woodman,Liverpool,Goalkeeper,3.9,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,29,114,22460,17774,a,,,0.5,0.5
370,Jeremie Frimpong,Frimpong,Liverpool,Defender,5.7,51,3.6,5.0,4.2,685,0,5,4,7,0,0,1,204,98.8,158.7,123.0,38.2,8375,813,633377,3360683,a,100.0,,4.7,4.7
371,Milos Kerkez,Kerkez,Liverpool,Defender,5.6,72,2.7,3.1,3.2,1951,1,1,6,29,4,0,4,320,372.6,379.4,118.0,87.2,1526,1612,355404,807255,a,,,3.7,3.7
372,Andrew Robertson,Robertson,Liverpool,Defender,5.7,36,2.0,1.0,0.8,750,0,0,3,11,0,0,4,144,149.0,242.2,71.0,46.4,612,226,59720,136070,a,,,1.3,1.3
373,Virgil van Dijk,Virgil,Liverpool,Defender,6.2,132,4.4,34.6,5.2,2700,3,1,9,40,4,0,9,473,889.6,192.6,370.0,145.2,59484,9555,4443875,3465327,a,,,5.7,5.7
