id,full_name,web_name,team_name,position,now_cost_millions,total_points,points_per_game,selected_by_percent,form,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,chance_of_playing_next_round,news,ep_next,ep_this
1,David Raya Martín,Raya,Arsenal,Goalkeeper,6.0,129,4.2,33.6,4.2,2790,0,0,15,22,1,0,6,515,445.8,33.4,0.0,48.0,15323,26657,4105018,2397803,a,,,0.0,5.2
2,Kepa Arrizabalaga Revuelta,Arrizabalaga,Arsenal,Goalkeeper,4.1,0,0.0,0.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36,174,14687,77152,a,,,0.0,1.0
3,Karl Hein,Hein,Arsenal,Goalkeeper,4.0,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,30,5545,48262,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0.0,0.0
4,Tommy Setford,Setford,Arsenal,Goalkeeper,3.9,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,152,33885,33881,a,,,0.0,1.0
5,Gabriel dos Santos Magalhães,Gabriel,Arsenal,Defender,7.2,173,6.9,41.6,7.0,2165,3,4,14,15,3,0,25,593,686.8,108.4,199.0,99.2,18490,46809,8239159,5255087,a,100.0,,0.0,8.0
6,William Saliba,Saliba,Arsenal,Defender,6.1,107,4.3,13.1,4.8,2074,1,0,11,16,1,0,9,448,433.6,156.4,74.0,66.4,10704,12103,1920861,2252316,a,100.0,,0.0,5.8
7,Riccardo Calafiori,Calafiori,Arsenal,Defender,5.6,93,4.2,6.0,1.6,1446,1,2,11,8,5,0,4,339,244.4,127.9,249.0,62.2,1104,2077,2634956,2468338,a,100.0,,0.0,2.6
8,Jurriën Timber,J.Timber,Arsenal,Defender,6.3,149,5.0,27.0,5.2,2452,3,6,13,20,5,0,9,532,499.0,402.6,352.0,125.7,9640,90217,6702816,3875507,a,100.0,,0.0,6.2
9,Jakub Kiwior,Kiwior,Arsenal,Defender,5.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1119,10913,u,0.0,has joined Porto on loan for the rest of the season.,0.0,0.0
10,Myles Lewis-Skelly,Lewis-Skelly,Arsenal,Defender,5.1,12,0.9,1.4,0.0,311,0,0,0,5,3,0,0,36,31.2,45.5,18.0,9.4,94,488,135137,466919,a,,,0.0,1.0
11,Benjamin White,White,Arsenal,Defender,5.1,30,4.3,0.5,0.0,409,0,1,3,4,0,0,3,112,111.4,92.7,46.0,25.0,103,231,347160,408695,a,100.0,,0.0,1.0
13,Brayden Clarke,Clarke,Arsenal,Defender,3.8,0,0.0,0.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31,192,51943,79134,a,,,0.0,1.0
14,Maldini Kacurri,Kacurri,Arsenal,Defender,3.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,10218,22702,u,0.0,has joined Morecambe on loan for the rest of the season.,0.0,0.0
15,Josh Nichols,Nichols,Arsenal,Defender,3.7,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,361,377,31100,30586,a,,,0.0,1.0
16,Bukayo Saka,Saka,Arsenal,Midfielder,9.8,133,4.9,8.0,6.2,1995,6,8,10,16,1,0,14,497,538.8,725.9,762.0,202.9,4696,15455,4124662,5063667,a,100.0,,0.0,7.2
17,Martin Ødegaard,Ødegaard,Arsenal,Midfielder,7.8,62,3.1,1.6,0.8,1070,1,6,4,11,0,0,5,252,259.6,434.7,144.0,83.7,26,1016,377049,644627,d,75.0,Knee injury - 75% chance of playing,0.0,0.9
18,Noni Madueke,Madueke,Arsenal,Midfielder,6.8,54,2.7,0.9,1.2,889,2,1,6,7,0,0,6,186,192.4,266.3,312.0,77.0,308,2464,369539,406298,a,100.0,,0.0,2.2
19,Gabriel Martinelli Silva,Martinelli,Arsenal,Midfielder,6.8,47,1.9,0.9,1.8,839,1,4,2,5,2,0,1,159,167.2,143.3,331.0,63.5,258,917,187386,262871,a,100.0,,0.0,2.8
20,Leandro Trossard,Trossard,Arsenal,Midfielder,6.6,99,3.8,0.8,1.0,1675,5,5,8,14,1,0,9,351,407.4,450.0,432.0,129.2,23,4153,535384,493346,a,100.0,,0.0,1.5
21,Declan Rice,Rice,Arsenal,Midfielder,7.4,163,5.4,27.3,4.8,2580,4,9,14,21,2,0,21,695,736.2,911.4,273.0,192.2,9370,123836,6964743,4441388,a,100.0,,0.0,5.8
22,Mikel Merino Zazón,Merino,Arsenal,Midfielder,5.4,66,3.1,0.8,0.0,996,4,3,4,9,1,0,5,238,304.4,187.0,237.0,72.6,12,494,835959,841769,i,0.0,Foot injury - Unknown return date,0.0,0.0
23,Fábio Ferreira Vieira,Fábio Vieira,Arsenal,Midfielder,5.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,933,4430,u,0.0,has joined Hamburger on loan for the rest of the season.,0.0,0.0
24,Christian Nørgaard,Nørgaard,Arsenal,Midfielder,5.1,6,1.0,0.1,0.4,56,0,0,0,1,0,0,0,19,15.8,0.4,7.0,2.4,16,54,7734,61314,a,100.0,,0.0,1.4
25,Ethan Nwaneri,Nwaneri,Arsenal,Midfielder,5.0,8,1.3,0.1,0.0,165,0,0,1,0,0,0,0,20,8.6,22.5,24.0,5.4,0,22,13149,36987,u,0.0,has joined Marseille on loan for the rest of the season.,0.0,0.0
26,Martín Zubimendi Ibáñez,Zubimendi,Arsenal,Midfielder,5.1,117,3.8,3.9,2.8,2597,5,1,15,20,4,0,9,530,539.6,335.9,258.0,113.5,951,20430,1321196,1117220,a,100.0,,0.0,3.8
28,Ismeal Kabia,Kabia,Arsenal,Midfielder,4.5,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,6731,30280,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0.0,0.0
29,Albert Sambi Lokonga,Sambi,Arsenal,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2952,14088,u,0.0,has joined Hamburger permanently.,0.0,0.0
30,Kai Havertz,Havertz,Arsenal,Forward,7.3,12,2.0,0.5,0.8,261,0,1,3,0,0,0,0,57,37.2,47.6,49.0,13.5,394,910,114545,198289,a,100.0,,0.0,1.8
31,Gabriel Fernando de Jesus,G.Jesus,Arsenal,Forward,6.4,17,1.5,0.4,0.0,304,2,0,0,6,2,0,0,68,100.6,24.9,207.0,33.0,137,1432,147718,123901,a,100.0,,0.0,1.0
266,Eberechi Eze,Eze,Arsenal,Midfielder,7.2,94,3.6,8.0,4.6,1494,6,3,8,10,1,0,8,358,338.4,242.8,373.0,95.3,1554,10280,3363441,3747057,a,,,0.0,5.6
662,Cristhian Mosquera,Mosquera,Arsenal,Defender,5.3,28,2.0,0.1,1.4,667,0,0,2,5,2,0,1,149,153.8,51.0,10.0,21.5,97,181,46042,52419,a,100.0,,0.0,2.4
666,Viktor Gyökeres,Gyökeres,Arsenal,Forward,8.8,101,3.5,11.6,5.0,1888,11,0,10,11,4,0,13,382,413.8,211.3,622.0,123.9,10706,24729,3449187,5041398,a,100.0,,0.0,6.0
700,Max Dowman,Dowman,Arsenal,Midfielder,4.2,11,3.7,0.6,1.2,43,1,1,0,0,0,0,0,39,38.2,23.3,47.0,10.9,3729,1351,193061,142813,a,100.0,,0.0,2.2
711,Andre Harriman-Annous,Harriman-Annous,Arsenal,Midfielder,4.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,10,1922,1811,a,,,0.0,1.0
725,Piero Hincapié,Hincapie,Arsenal,Defender,5.1,74,3.5,0.9,5.0,1499,1,2,4,16,2,0,6,282,383.4,168.4,57.0,60.7,1353,3512,536282,432253,a,100.0,,0.0,6.0
759,Marli Salmon,Salmon,Arsenal,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,35,1364,1200,a,,,0.0,1.0
32,Emiliano Martínez Romero,Martinez,Aston Villa,Goalkeeper,5.1,99,3.8,5.0,1.8,2295,0,0,6,29,2,0,10,427,598.4,13.2,0.0,61.1,19527,3277,958456,655187,a,100.0,,1.8,1.3
33,Marco Bizot,M.Bizot,Aston Villa,Goalkeeper,4.2,11,2.2,0.4,0.0,405,0,0,1,8,2,0,0,51,92.8,0.0,0.0,9.3,53,168,83826,115379,a,100.0,,0.0,-0.5
34,Joe Gauci,Gauci,Aston Villa,Goalkeeper,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,37,0,17437,u,0.0,Has joined Port Vale on loan for the rest of the season.,0.0,0.0
35,Filip Marschall,Marschall,Aston Villa,Goalkeeper,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,1271,u,0.0,Has joined Stevenage permanently.,0.0,0.0
36,Matty Cash,Cash,Aston Villa,Defender,4.7,100,3.7,8.4,0.2,2352,3,2,7,27,7,0,6,379,533.0,413.7,188.0,113.5,1137,25967,2812147,2122522,d,75.0,Calf injury - 75% chance of playing,0.2,-0.2
37,Lucas Digne,Digne,Aston Villa,Defender,4.5,78,3.1,1.6,1.5,1459,0,5,6,17,3,0,4,304,298.4,341.2,110.0,74.8,3814,653,315600,363518,a,100.0,,1.5,1.0
38,Ezri Konsa Ngoyo,Konsa,Aston Villa,Defender,4.4,89,3.1,8.1,2.2,2585,0,1,8,36,0,1,3,437,525.0,92.8,104.0,72.7,13056,3554,748039,2036578,a,100.0,,2.2,1.7
39,Ian Maatsen,Maatsen,Aston Villa,Defender,4.2,40,1.7,0.6,1.0,1251,0,0,2,20,2,0,0,202,258.8,299.8,186.0,74.6,268,587,83037,110293,a,,,1.0,0.5
40,Tyrone Mings,Mings,Aston Villa,Defender,4.3,44,3.4,0.7,1.2,962,0,1,3,15,0,0,4,148,214.8,70.9,61.0,34.7,933,315,154821,202807,a,100.0,,1.2,0.7
41,Pau Torres,Pau,Aston Villa,Defender,4.3,50,3.1,0.3,0.2,1296,0,1,4,15,0,0,2,225,251.8,37.8,55.0,34.7,109,218,71117,97339,a,100.0,,0.2,-0.3
42,Andrés García,A.García,Aston Villa,Defender,3.9,3,0.8,0.2,0.5,37,0,0,0,2,0,0,0,4,3.0,2.4,0.0,0.5,76,99,28774,41151,a,100.0,,0.5,0.0
43,Álex Moreno Lopera,Alex Moreno,Aston Villa,Defender,4.0,0,0.0,1.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,202,44476,888276,u,0.0,Has joined Girona permanently.,0.0,0.0
44,Lamare Bogarde,Bogarde,Aston Villa,Defender,4.0,34,1.4,0.5,0.5,797,0,0,2,13,5,0,4,107,109.0,54.0,14.0,17.6,291,330,108050,91985,a,100.0,,0.5,0.0
45,Lino da Cruz Sousa,Sousa,Aston Villa,Defender,3.8,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,145,22076,38091,u,0.0,has joined Rotherham on loan for the rest of the season.,0.0,0.0
46,Yasin Özcan,Yasin,Aston Villa,Defender,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,4656,21013,u,0.0,has joined Anderlecht on loan for the rest of the season.,0.0,0.0
47,Morgan Rogers,Rogers,Aston Villa,Midfielder,7.5,132,4.4,24.8,1.8,2677,8,5,8,37,6,0,13,471,604.0,547.9,716.0,186.7,36528,31760,5982836,4032326,a,100.0,,1.8,1.3
48,Youri Tielemans,Tielemans,Aston Villa,Midfielder,5.9,52,3.1,0.6,0.0,1295,0,4,4,17,0,0,3,289,317.2,401.3,147.0,86.6,17,234,158268,349075,i,0.0,Ankle injury - Expected back 11 Apr,0.0,0.0
49,Leon Bailey,Bailey,Aston Villa,Midfielder,5.5,12,1.5,0.1,2.0,311,0,1,0,8,1,0,0,40,50.8,112.0,53.0,21.6,295,86,7765,50623,a,100.0,,2.0,1.5
50,Emiliano Buendía Stati,Buendía,Aston Villa,Midfielder,5.3,82,2.9,0.4,1.8,1440,5,2,3,19,6,0,8,283,341.6,311.3,314.0,95.4,494,1211,223975,196902,d,75.0,Knock - 75% chance of playing,1.4,1.3
51,Samuel Iling-Junior,Iling Jr,Aston Villa,Midfielder,5.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1383,3792,u,0.0,has joined Pisa on loan for the rest of the season.,0.0,0.0
53,Donyell Malen,Malen,Aston Villa,Midfielder,5.1,55,2.6,0.4,0.0,640,4,2,1,10,0,0,3,161,183.4,99.7,290.0,56.3,0,116,172896,339383,u,0.0,has joined Roma on loan for the rest of the season.,0.0,0.0
54,John McGinn,McGinn,Aston Villa,Midfielder,5.3,73,3.2,0.5,0.5,1651,3,2,7,22,3,0,4,298,308.2,402.4,202.0,91.1,833,147,209677,244683,a,100.0,,0.5,0.0
55,Ross Barkley,Barkley,Aston Villa,Midfielder,4.8,32,2.5,0.1,3.8,324,2,1,0,6,0,0,3,130,134.6,92.7,82.0,30.9,828,57,6525,12368,a,100.0,,3.8,3.3
56,Enzo Barrenechea,Barrenechea,Aston Villa,Midfielder,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,35,u,0.0,Season-long loan to Benfica,0.0,0.0
57,Lewis Dobbin,Dobbin,Aston Villa,Midfielder,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,889,5440,u,0.0,Has joined Preston North End on loan for the rest of the season.,0.0,0.0
58,Boubacar Kamara,Kamara,Aston Villa,Midfielder,4.9,61,3.4,0.2,0.0,1410,1,3,5,15,5,0,7,282,325.0,241.3,75.0,64.2,8,132,111397,119501,i,0.0,Knee injury - Expected back 01 Jun,0.0,0.0
59,Amadou Onana,Onana,Aston Villa,Midfielder,4.8,66,3.1,0.7,2.0,1468,2,0,5,22,2,0,3,299,349.4,105.2,150.0,60.4,513,567,161278,277474,a,100.0,,2.0,1.5
60,Ben Broggio,Broggio,Aston Villa,Midfielder,4.4,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,99,38290,51533,u,0.0,has joined Falkirk on loan for the rest of the season.,0.0,0.0
61,Leander Dendoncker,Dendoncker,Aston Villa,Midfielder,4.5,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,2169,33705,u,0.0,Has joined Real Oviedo permanently.,0.0,0.0
62,Jamaldeen Jimoh-Aloba,Jimoh-Aloba,Aston Villa,Midfielder,4.5,1,1.0,0.1,0.0,8,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,28,8790,10701,u,0.0,has joined West Brom on loan for the rest of the season.,0.0,0.0
63,Kadan Young,Young,Aston Villa,Midfielder,4.3,0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,437,102090,129092,u,0.0,has joined Reading on loan for the rest of the season.,0.0,0.0
64,Ollie Watkins,Watkins,Aston Villa,Forward,8.5,100,3.4,8.2,1.2,2203,8,2,8,30,3,0,11,348,387.6,228.9,782.0,139.2,19901,6682,2240177,4331207,a,100.0,,1.2,0.7
65,Zépiqueno Redmond,Redmond,Aston Villa,Forward,4.5,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,26,17574,85074,u,0.0,has joined Huddersfield Town on loan for the rest of the season.,0.0,0.0
389,Harvey Elliott,Elliott,Aston Villa,Midfielder,5.1,5,1.0,0.2,0.0,110,0,0,0,2,0,0,0,17,11.8,31.7,31.0,7.4,57,29,94197,103510,a,100.0,,0.0,-0.5
456,Jadon Sancho,Sancho,Aston Villa,Midfielder,5.8,26,1.4,0.2,0.8,686,0,1,1,5,0,0,0,106,102.4,248.3,176.0,52.9,181,202,50574,53090,a,100.0,,0.8,0.0
688,James Wright,Wright,Aston Villa,Goalkeeper,3.9,0,0.0,0.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,75,251,61705,45372,a,,,0.0,-0.5
699,Douglas Luiz Soares de Paulo,Douglas Luiz,Aston Villa,Midfielder,4.9,29,1.9,0.1,2.8,778,1,1,1,13,2,0,0,180,165.2,273.5,87.0,52.5,313,224,27709,20842,a,100.0,,2.8,2.3
701,Triston Rowe,Rowe,Aston Villa,Defender,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,8943,10746,u,0.0,has joined Annecy on loan for the rest of the season.,0.0,0.0
702,Bradley Burrowes,Burrowes,Aston Villa,Midfielder,4.4,1,1.0,0.1,0.0,16,0,0,0,1,0,0,0,3,0.0,0.3,0.0,0.0,18,37,9979,9075,a,,,0.0,-0.5
703,Sam Proctor,Proctor,Aston Villa,Goalkeeper,3.9,0,0.0,0.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,281,718,93770,44509,a,,,0.0,-0.5
710,Travis Patterson,Patterson,Aston Villa,Defender,3.9,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,18,82,33369,23166,a,,,0.0,-0.5
719,Victor Lindelöf,Lindelöf,Aston Villa,Defender,4.5,22,1.8,0.1,0.0,572,0,1,1,9,0,0,0,94,123.8,27.5,8.0,16.0,93,154,21014,14778,a,100.0,,0.0,-0.5
754,George Hemmings,George Hemmings,Aston Villa,Midfielder,4.5,2,1.0,0.0,0.0,25,0,0,0,0,0,0,0,5,0.0,1.7,2.0,0.3,8,12,1151,728,a,,,0.0,-0.5
757,Ronnie Hollingshead,Hollingshead,Aston Villa,Goalkeeper,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,17,1302,893,a,,,0.0,-0.5
768,Leon Routh,Leon Routh,Aston Villa,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,17,694,622,a,,,0.0,-0.5
781,TJ Carroll,Carroll,Aston Villa,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,20,743,482,a,,,0.0,-0.5
792,Alysson Edward Franco da Rocha dos Santos,Alysson,Aston Villa,Midfielder,5.0,3,1.0,0.0,0.5,47,0,0,0,2,0,0,0,11,3.2,3.5,10.0,1.5,13,8,283,180,a,100.0,,0.5,0.0
808,Tammy Abraham,Abraham,Aston Villa,Forward,6.0,14,2.0,0.3,2.5,193,1,0,0,4,0,0,2,52,52.0,47.9,97.0,19.8,811,1286,82471,52928,a,,,2.5,2.0
183,Max Weiß,Weiss,Burnley,Goalkeeper,4.3,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,64,7853,17415,a,,,-0.5,-0.5
184,Etienne Green,Green,Burnley,Goalkeeper,4.0,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,53,4943,34069,u,0.0,has joined FC Fredericia permanently.,0.0,0.0
185,Václav Hladký,Hladký,Burnley,Goalkeeper,3.9,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,92,15197,20608,a,,,-0.5,-0.5
186,Connor Roberts,Roberts,Burnley,Defender,4.3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,10,1643,9228,i,0.0,Achilles injury - Expected back 11 Apr,0.0,0.0
187,Kyle Walker,Walker,Burnley,Defender,4.4,61,2.2,1.1,2.5,2461,0,2,4,51,8,0,3,188,407.0,174.0,22.0,60.6,597,351,151692,263175,a,100.0,,2.0,2.0
188,Hannes Delcroix,Delcroix,Burnley,Defender,3.8,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,97,26052,41803,u,0.0,has joined Lugano permanently.,0.0,0.0
189,Owen Dodgson,Dodgson,Burnley,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2380,u,0.0,Has joined Stockport County on loan for the rest of the season.,0.0,0.0
190,Hjalmar Ekdal,Ekdal,Burnley,Defender,3.8,44,2.9,0.8,0.0,1179,0,0,2,24,0,0,2,121,273.8,43.1,78.0,39.5,249,670,248385,206718,a,,,-0.5,-0.5
191,Maxime Estève,Estève,Burnley,Defender,3.9,66,2.4,7.7,2.2,2312,0,0,3,54,0,0,0,224,559.4,89.5,88.0,73.8,1653,2259,770374,1948752,a,100.0,,1.7,1.7
192,Quilindschy Hartman,Hartman,Burnley,Defender,4.0,52,3.2,0.6,1.5,1410,0,5,3,28,1,0,0,192,317.2,229.7,59.0,60.7,234,266,184873,180310,a,,,1.0,1.0
193,Bashir Humphreys,Humphreys,Burnley,Defender,3.9,39,2.8,0.1,2.2,1149,0,2,2,24,5,0,1,167,280.2,96.8,61.0,43.6,138,131,20333,15261,a,100.0,,1.7,1.7
194,Jordan Beyer,Jordan,Burnley,Defender,3.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,13,1966,15527,i,0.0,Hamstring injury - Unknown return date,0.0,0.0
195,Lucas Pires Silva,Lucas Pires,Burnley,Defender,3.8,19,1.3,0.3,0.8,1102,0,0,1,25,0,1,0,98,181.2,231.5,62.0,47.3,92,300,47996,37343,a,100.0,,0.3,0.3
196,Shurandy Sambo,Sambo,Burnley,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,202,9677,u,0.0,has joined Sparta Rotterdam on loan for the rest of the season.,0.0,0.0
